,budget,genres,id,keywords,original_language,release_date,revenue,runtime,title,Male_lead,Female_lead,Director,screenplay,writer,Music_director
92,165000000,"['Fantasy', 'Adventure', 'Animation', 'Family']",10191,flying.blacksmith.arena.island.night.ship.training.village.forest.viking.friendship.ignorance.flight.nest.dragon.battle.combat.well.warrior,en,2010-03-05,494878759,98.0,How to Train Your Dragon,Jay Baruchel,America Ferrera,Chris Sanders,Chris Sanders,,John Powell
93,200000000,"['Action', 'Thriller', 'Science Fiction']",296,saving the world.artificial intelligence.man vs machine.cyborg.killer robot.sun glasses.leather jacket.nanotechnology.rocket launcher.firemen.veterinarian.fire engine.dystopia.psychiatrist,en,2003-07-02,435000000,109.0,Terminator 3: Rise of the Machines,Arnold Schwarzenegger,Claire Danes,Jonathan Mostow,John D. Brancato,,Marco Beltrami
94,170000000,"['Action', 'Science Fiction', 'Adventure']",118340,marvel comic.spaceship.space.outer space.orphan.adventurer.aftercreditsstinger.duringcreditsstinger.marvel cinematic universe,en,2014-07-30,773328629,121.0,Guardians of the Galaxy,Chris Pratt,Zoe Saldana,James Gunn,James Gunn,,Tyler Bates
95,165000000,"['Adventure', 'Drama', 'Science Fiction']",157336,saving the world.artificial intelligence.father son relationship.single parent.nasa.expedition.wormhole.space travel.famine.black hole.dystopia.race against time.quantum mechanics.spaceship.space.rescue.family relationships.farmhouse.robot.astronaut.scientist.father daughter relationship.single father.farmer.space station.imax.astrophysics.zero gravity.courage.time paradox.relativity,en,2014-11-05,675120017,169.0,Interstellar,Matthew McConaughey,Jessica Chastain,Christopher Nolan,,Christopher Nolan,Hans Zimmer
96,160000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",27205,loss of lover.dream.kidnapping.sleep.subconsciousness.heist.redemption.female hero,en,2010-07-14,825532764,148.0,Inception,Leonardo DiCaprio,Ellen Page,Christopher Nolan,Christopher Nolan,,Hans Zimmer
97,15000000,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']",315011,monster.godzilla.giant monster.destruction.kaiju.toyko,ja,2016-07-29,77000000,120.0,Shin Godzilla,Hiroki Hasegawa,Satomi Ishihara,Hideaki Anno,Hideaki Anno,,Shirô Sagisu
98,250000000,"['Adventure', 'Fantasy', 'Action']",49051,riddle.elves.dwarves.orcs.middle-earth (tolkien).hobbit.mountains.wizard.journey.ring.goblin.courage.giant.tunnel.underground lake.buried treasure.climbing a tree.invisibility.ancient.gnomes,en,2012-11-26,1021103568,169.0,The Hobbit: An Unexpected Journey,Ian McKellen,Cate Blanchett,Peter Jackson,Peter Jackson,,Howard Shore
99,38000000,"['Action', 'Crime', 'Thriller']",9799,street gang.car race.undercover.auto-tuning.los angeles.car.automobile racing.aftercreditsstinger.duringcreditsstinger,en,2001-06-22,207283925,106.0,The Fast and the Furious,Paul Walker,Michelle Rodriguez,Rob Cohen,Gary Scott Thompson,,BT
100,150000000,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",4922,diary.navy.funeral.tea.travel.hospital,en,2008-11-24,333932083,166.0,The Curious Case of Benjamin Button,Brad Pitt,Cate Blanchett,David Fincher,Eric Roth,,
101,160000000,"['Action', 'Science Fiction', 'Adventure']",49538,cia.mutant.mine.marvel comic.superhero.based on comic book.superhuman.historical fiction.nuclear war.cuban missile crisis.world war iii.1960s,en,2011-05-24,353624124,132.0,X-Men: First Class,James McAvoy,Jennifer Lawrence,Matthew Vaughn,,Matthew Vaughn,
102,160000000,"['Action', 'Adventure', 'Science Fiction']",131634,revolution.strong woman.dystopia.game of death.3d.based on young adult novel,en,2015-11-18,653428261,137.0,The Hunger Games: Mockingjay - Part 2,Josh Hutcherson,Jennifer Lawrence,Francis Lawrence,Danny Strong,,James Newton Howard
103,150000000,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",27022,witch.fire.wolf.fountain.magic.book.castle.water.apprentice.training.merlin.love.mission.sorcerer.dragon.aftercreditsstinger.apprendista.morgana,en,2010-07-13,215283742,109.0,The Sorcerer's Apprentice,Nicolas Cage,Monica Bellucci,Jon Turteltaub,Doug Miro,,
104,160000000,"['Adventure', 'Action', 'Drama', 'Thriller']",503,new year's eve.fire.drowning.cataclysm.loss of father.atlantic ocean.ball.self-abandonment.shipwreck.giant wave.blackout.ship.daughter.single.escape.capsized ship,en,2006-05-12,181674817,99.0,Poseidon,Kurt Russell,Josh Lucas,Wolfgang Petersen,Mark Protosevich,,Klaus Badelt
105,170000000,['Fantasy'],241259,based on novel.clock.queen.sequel.alice in wonderland.dark fantasy.mad hatter.3d,en,2016-05-25,299370084,113.0,Alice Through the Looking Glass,Johnny Depp,Mia Wasikowska,James Bobin,Linda Woolverton,,Danny Elfman
106,160000000,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",810,ambush.sadness.stage.liberation of prisoners.island.traitor.shipwreck.prince.ship.donkey.kingdom.theatre play.transformation.conciliation.tricks.heir to the throne.assault.boarding school.coup d'etat.teacher.best friend.dragon.cowardliness.pregnancy.capture.duringcreditsstinger,en,2007-05-17,798958165,93.0,Shrek the Third,Mike Myers,Cameron Diaz,Chris Miller,Jeffrey Price,,Harry Gregson-Williams
107,160000000,"['Action', 'Adventure', 'Fantasy']",68735,video game.elves.orcs.magic.chase.based on comic book.sorcerer.fictional war.based on video game.wizard.fictional language.muscles.orc.sword and sorcery,en,2016-05-25,433677183,123.0,Warcraft,Travis Fimmel,Paula Patton,Duncan Jones,Charles Leavitt,,Ramin Djawadi
108,155000000,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",87101,saving the world.artificial intelligence.cyborg.killer robot.future.time travel.dystopia.sequel.fiction.duringcreditsstinger.3d,en,2015-06-23,440603537,126.0,Terminator Genisys,Arnold Schwarzenegger,Emilia Clarke,Alan Taylor,Laeta Kalogridis,,Lorne Balfe
109,155000000,"['Adventure', 'Family', 'Fantasy']",10140,based on novel.magic.good vs evil.king.narnia.fantasy world.knife held to throat.snowing.quest,en,2010-08-13,415686217,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Skandar Keynes,Georgie Henley,Michael Apted,Christopher Markus,,David Arnold
110,140000000,"['History', 'Romance', 'War']",676,nurse.patriotism.hawaii.world war ii.pilot.pearl harbor.u.s. air force.airplane.war.army.love.pin-up,en,2001-05-21,449220945,183.0,Pearl Harbor,Ben Affleck,Kate Beckinsale,Michael Bay,Randall Wallace,,Hans Zimmer
111,150000000,"['Adventure', 'Science Fiction', 'Action']",1858,destroy.transformation.alien.based on toy.transformers.robot.duringcreditsstinger.teenage hero,en,2007-06-27,709709780,144.0,Transformers,Shia LaBeouf,Megan Fox,Michael Bay,Alex Kurtzman,,
112,155000000,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",1966,aristotle.egypt.greece.persia.elephant.campaign.alexander the great.homosexuality.gay relationship.ancient world,en,2004-11-21,167298192,175.0,Alexander,Colin Farrell,Angelina Jolie,Oliver Stone,Oliver Stone,,Vangelis
113,150000000,"['Adventure', 'Fantasy', 'Family', 'Mystery']",675,prophecy.witch.loss of lover.magic.cutting the cord.child hero.dying and death.broom.sorcerer's apprentice.school of witchcraft.black magic.death of a friend.sorcery.occultism,en,2007-06-28,938212738,138.0,Harry Potter and the Order of the Phoenix,Daniel Radcliffe,Emma Watson,David Yates,Michael Goldenberg,,Nicholas Hooper
114,150000000,"['Adventure', 'Fantasy', 'Family']",674,magic.dying and death.broom.sorcerer's apprentice.school of witchcraft.chosen one.black magic.boarding school.vision.tournament.teenager.wizard.teenage hero.based on young adult novel,en,2005-11-05,895921036,157.0,Harry Potter and the Goblet of Fire,Daniel Radcliffe,Emma Watson,Mike Newell,Steve Kloves,,Patrick Doyle
115,150000000,"['Fantasy', 'Action']",8960,flying.alcohol.love of one's life.forbidden love.lovers.affection.advertising expert.alcoholism.invulnerability.superhero.pokies.duringcreditsstinger,en,2008-07-01,624029371,92.0,Hancock,Will Smith,Charlize Theron,Peter Berg,Vincent Ngo,,John Powell
116,150000000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",6479,saving the world.lost civilisation.post-apocalyptic.dystopia.matter of life and death.alone.helplessness.virus.pandemic,en,2007-12-14,585349010,101.0,I Am Legend,Will Smith,Alice Braga,Francis Lawrence,Akiva Goldsman,,James Newton Howard
117,150000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",118,london england.father son relationship.chocolate.factory worker.based on novel.parents kids relationship.candy.overweight child.grandfather grandson relationship.teacher,en,2005-07-13,474968763,115.0,Charlie and the Chocolate Factory,Johnny Depp,AnnaSophia Robb,Tim Burton,Roald Dahl,,Danny Elfman
118,150000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",2062,paris.brother brother relationship.expensive restaurant.river.cook.mouse.confidence.roof.window.leaving one's family.work.restaurant critic.kitchen.spice.court.cookbook.family.chef.rat,en,2007-06-22,623722818,111.0,Ratatouille,Patton Oswalt,Janeane Garofalo,Jan Pinkava,Brad Bird,,Michael Giacchino
119,150000000,"['Action', 'Crime', 'Drama']",272,himalaya.martial arts.dc comics.crime fighter.secret identity.undercover.hero.loss of father.society.gotham city.vigilante.superhero.based on comic book.rivalry.tragic hero.ninja.good vs evil.crime.super powers.haunted by the past.evil doctor.escapade.master villain.fighting crime.unfulfillment.love and romance.unfulfilled love,en,2005-06-10,374218673,140.0,Batman Begins,Christian Bale,Katie Holmes,Christopher Nolan,Christopher Nolan,,Hans Zimmer
120,150000000,"['Family', 'Animation']",10527,africa.jealousy.dance.hunger.lion.zoo.hippopotamus.chimp.penguin.volcano.madagascar.airplane.zebra.sequel.shark.imax.duringcreditsstinger,en,2008-10-30,603900354,89.0,Madagascar: Escape 2 Africa,Ben Stiller,Jada Pinkett Smith,Eric Darnell,,,
121,150000000,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",18360,museum.theodore roosevelt.duringcreditsstinger.amelia earhart.smithsonian,en,2009-05-20,413106170,105.0,Night at the Museum: Battle of the Smithsonian,Ben Stiller,Amy Adams,Shawn Levy,Thomas Lennon,,
122,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",2080,corruption.mutant.boxer.army.marvel comic.superhero.aftercreditsstinger.duringcreditsstinger,en,2009-04-28,373062864,107.0,X-Men Origins: Wolverine,Hugh Jackman,Lynn Collins,Gavin Hood,David Benioff,Skip Woods,
123,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",605,saving the world.artificial intelligence.man vs machine.flying.philosophy.fortune teller.kung fu.underground world.killer robot.temple.subway.dream.sun.hero.fight.sunlight.computer virus.key.future.precognition.super computer.machine town.ying yang.dying and death.virtual reality.dystopia.computer.faith.world religion.truth.rescue.mission.cyberpunk.woman director.yin yang.gnosticism,en,2003-11-05,424988211,129.0,The Matrix Revolutions,Keanu Reeves,Carrie-Anne Moss,Lilly Wachowski,Lilly Wachowski,,Don Davis
124,150000000,"['Animation', 'Adventure', 'Family']",109445,queen.musical.princess.betrayal.snowman.animation.reindeer.curse.snow.troll.mountain climber.aftercreditsstinger.woman director.3d,en,2013-11-27,1274219009,102.0,Frozen,Josh Gad,Kristen Bell,Chris Buck,Jennifer Lee,,Christophe Beck
125,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",604,saving the world.artificial intelligence.man vs machine.martial arts.kung fu.underground world.dream.hero.fight.computer virus.key.future.plato.precognition.rave.dying and death.virtual reality.dystopia.computer.faith.world religion.truth.mission.cyberpunk.woman director.gnosticism,en,2003-05-15,738599701,138.0,The Matrix Reloaded,Keanu Reeves,Carrie-Anne Moss,Lilly Wachowski,Lilly Wachowski,,Don Davis
126,170000000,"['Action', 'Adventure', 'Fantasy']",76338,marvel comic.superhero.based on comic book.hostile takeover.norse mythology.aftercreditsstinger.duringcreditsstinger.marvel cinematic universe.3d.asgard,en,2013-10-29,644571402,112.0,Thor: The Dark World,Chris Hemsworth,Natalie Portman,Alan Taylor,Christopher Markus,,Brian Tyler
127,150000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",76341,future.chase.post-apocalyptic.dystopia.australia.rescue.survival.on the run.convoy.peak oil.dark future,en,2015-05-13,378858340,120.0,Mad Max: Fury Road,Tom Hardy,Charlize Theron,George Miller,,George Miller,
128,150000000,"['Thriller', 'Mystery']",13448,rome.vatican.based on novel.symbolism.christian.illuminati.quantum mechanics.prequel.anti matter.conspiracy.investigator.catholicism.cern,en,2009-05-13,356613439,138.0,Angels & Demons,Tom Hanks,Ayelet Zurer,Ron Howard,David Koepp,,Hans Zimmer
129,150000000,"['Adventure', 'Fantasy', 'Action']",10195,new mexico.banishment.shield.marvel comic.hammer.superhero.based on comic book.redemption.norse mythology.aftercreditsstinger.marvel cinematic universe.3d.asgard.odin.heimdall,en,2011-04-21,449326618,115.0,Thor,Chris Hemsworth,Natalie Portman,Kenneth Branagh,Don Payne,,Patrick Doyle
130,150000000,"['Animation', 'Family', 'Adventure', 'Comedy']",13053,hamster.kids and family.animal.cat vs dog.duringcreditsstinger.dog cat friendship.animal lead.girl dog relationship,en,2008-11-21,309979994,98.0,Bolt,John Travolta,Miley Cyrus,Chris Williams,Dan Fogelman,,John Powell
131,150000000,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",19585,dyr.duringcreditsstinger,en,2009-07-21,292817841,88.0,G-Force,Sam Rockwell,Penélope Cruz,Hoyt Yeatman,Ted Elliott,,
132,150000000,['Adventure'],57165,underworld.hades.mythology.greek mythology.zeus.perseus.gods.ancient greece.based on greek myth.ares.3d,en,2012-03-27,301000000,99.0,Wrath of the Titans,Sam Worthington,Rosamund Pike,Jonathan Liebesman,David Leslie Johnson,,Javier Navarrete
133,150000000,"['Comedy', 'Fantasy']",62213,witch.imprisonment.vampire.curse.fish out of water.chains.gothic.madness.old house.lost love.angry mob.18th century.ghost.hidden room.old mansion,en,2012-05-08,245527149,113.0,Dark Shadows,Johnny Depp,Michelle Pfeiffer,Tim Burton,Seth Grahame-Smith,,Danny Elfman
134,150000000,"['Action', 'Adventure', 'Thriller']",177677,london england.spy.austria.villain.sequel.mission.conspiracy.vienna opera.vienna,en,2015-07-23,682330139,131.0,Mission: Impossible - Rogue Nation,Tom Cruise,Rebecca Ferguson,Christopher McQuarrie,Christopher McQuarrie,,Joe Kraemer
135,150000000,"['Drama', 'Horror', 'Thriller']",7978,father son relationship.victorian england.remake.rural setting.werewolf,en,2010-02-11,0,102.0,The Wolfman,Benicio del Toro,Emily Blunt,Joe Johnston,Curt Siodmak,,Danny Elfman
136,150000000,"['Family', 'Animation', 'Adventure', 'Comedy']",5559,factory worker.tennis.flower.florist.flower shop.pilot.college.airplane.beehive.court.aftercreditsstinger,en,2007-10-28,287594577,91.0,Bee Movie,Jerry Seinfeld,Renée Zellweger,Steve Hickner,Jerry Seinfeld,,
137,150000000,"['Animation', 'Family']",49444,martial arts.hope.fleet.panda.mission.woman director,en,2011-05-25,665692281,91.0,Kung Fu Panda 2,Jack Black,Angelina Jolie,Jennifer Yuh Nelson,Glenn Berger,,Hans Zimmer
138,150000000,"['Action', 'Adventure', 'Family', 'Fantasy']",10196,fire.ice.war ship.prince.kingdom.water.village.arrest.remake.attack.avatar.air.spirit.world.domination.cheering,en,2010-06-30,318502923,103.0,The Last Airbender,Noah Ringer,Nicola Peltz,M. Night Shyamalan,,M. Night Shyamalan,James Newton Howard
139,150000000,"['Adventure', 'Action', 'Thriller']",956,berlin.cia.vatican.white house.secret identity.secret.explosive.mobile phone.map.traitor.mask.honeymoon.shanghai.pretended murder.secret mission.letter.funeral.covered investigation.to shoot dead.secret agent.video.stamp.hard drive.e-mail.decipherment.suitcase.computer.revenge.murder.mission.hospital.duel.disguise.celebration.good and bad.research laboratory.blast,en,2006-05-03,397850012,126.0,Mission: Impossible III,Tom Cruise,Michelle Monaghan,J.J. Abrams,,J.J. Abrams,Michael Giacchino
140,150000000,"['Action', 'Drama', 'Thriller']",117251,usa president.conspiracy.secret service.the white house,en,2013-06-27,205366737,131.0,White House Down,Channing Tatum,Joey King,Roland Emmerich,,James Vanderbilt,Harald Kloser
141,150000000,"['Adventure', 'Animation', 'Family']",50321,boy.alien.rescue.martian.alien abduction.alien invasion.based on children's book.duringcreditsstinger,en,2011-03-09,38992758,88.0,Mars Needs Moms,Seth Green,Joan Cusack,Simon Wells,Simon Wells,,
142,149000000,"['Adventure', 'Animation', 'Comedy', 'Family']",11619,london england.underworld.return.ship.frog.girlfriend.rubin,en,2006-10-22,64459316,85.0,Flushed Away,Hugh Jackman,Kate Winslet,David Bowers,Dick Clement,,Harry Gregson-Williams
143,150000000,"['Adventure', 'Family', 'Fantasy']",266647,flying.magic.fairy tale.peter pan.mermaid.pirate.fantasy world,en,2015-09-24,128388320,111.0,Pan,Levi Miller,Rooney Mara,Joe Wright,Jason Fuchs,,John Powell
144,145000000,"['Animation', 'Adventure', 'Family']",82703,father son relationship.egypt.intelligence.adoption.time travel.boy.child prodigy.friendship.growing up.children.talking animal.talking dog.dog.first love.ancient egypt.time traveler.duringcreditsstinger.new school.george washington.gags.trouble.time paradox.prodigy,en,2014-02-07,272912430,92.0,Mr. Peabody & Sherman,Ty Burrell,Ariel Winter,Rob Minkoff,Craig Wright,,
145,175000000,"['Adventure', 'Drama', 'War']",652,brother brother relationship.adultery.mythology.beauty.trojan war.bravery.wall.fraud.hostility.epic.sword fight.battlefield.ancient world.pyre.ancient greece.trojan horse.trojan.bronze age.sparta greece.helen of troy.homer's iliad,en,2004-05-13,497409852,163.0,Troy,Brad Pitt,Diane Kruger,Wolfgang Petersen,David Benioff,,James Horner
146,145000000,"['Animation', 'Family']",80321,madagascar.3d,en,2012-06-06,746921274,93.0,Madagascar 3: Europe's Most Wanted,Ben Stiller,Frances McDormand,Conrad Vernon,Noah Baumbach,,Hans Zimmer
